Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags;;;;;;;
"2021-05-12 15:24:38,""b'Wuih kalap?\nMana bukti media menikmati duit bansos?\nAh ngaco lu!\n\nDah ah, mau lu laporkan?\nMedia mana?\nLu mewakili media mana? https://t.co/BVPGKtgucw'"",1392500974611144706,Ibnxine,0,Twitter for Android,0,[]";;;;;;;
2021-05-12 15:21:18,b'@Ibnxine @temponewsroom @tempodotco tadi lu bilang media ikut menikmati duit bansos .. buktinya mana ? kalo lo ga bisa membuktikan ya berarti fitnah',1392500135393779712,galihholic_23,0,Twitter for iPhone,0,[];;;;;;;
2021-05-12 15:21:14,b'@jonichin @SundariTatat @detikcom Maaf ya... 100 rupiah pun saya tidak pernah menerima BLT yang Anda sebutkan.. Eh bukan nya BLT atau bansos ini itu kebanyakan di korupsi sama.... Ah sudahlah',1392500120772435970,randra57,0,Twitter for Android,0,[];;;;;;;
2021-05-12 15:20:42,b'@fullmoonfolks Dana bansos dan PEN kemana? \nHeuheu',1392499986214965250,Binsaragih1,0,Twitter for Android,0,[];;;;;;;
"2021-05-12 15:18:07,""b'Iya, ini negara bukan sih? Kok hadirnya pas cuma mungutin pajak aja wkwkwk. Kebijakan plintat-plintut, dana bansos dikorupsi, kpk digembosi sampe mau berpendapat di medsos aja ngeri diciduk, minimal dikepung bajer\n\xf0\x9f\x99\x83 https://t.co/Ks5bTHrXhD'"",1392499337012207618,rizaNO__,0,Twitter for Android,0,[]";;;;;;;
2021-05-12 15:17:08,b'RT @rahung: Tentu saja kalian gembira. Harun Masiku dan Blockchain Bansos. Bukan begitu Wak Haji @budimandjatmiko?',1392499086251626499,Hadi_Crosser,26,Twitter for Android,1,[];;;;;;;
"2021-05-12 15:15:38,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392498709955366920,PenghujungAkhir,338,Twitter for iPhone,1,[]";;;;;;;
2021-05-12 15:13:35,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392498194395787265,anthoni_marsal,137,Twitter for Android,1,[];;;;;;;
"2021-05-12 15:09:23,""b'Selalu berpikir dari dua sisi.\n\nTau yang bikin rakyat nekat mudik?\nMereka muak dengan pandemi ini, mungkin tahun lalu mereka bisa nahan, tapi engga buat tahun ini.\n\nDiperkuat lagi dengan kasus bansos, swab palsu, memasukkan wna dsb, tambah muak dah. https://t.co/WDx7TYECbz'"",1392497138261577728,wongseepelee,0,Twitter Web App,0,[]";;;;;;;
"2021-05-12 15:08:31,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392496918828228610,Ichan_Pitoeng,338,Twitter Web App,1,[]";;;;;;;
"2021-05-12 15:05:49,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392496239585894402,SeanAkbar4,338,Twitter for Android,1,[]";;;;;;;
"2021-05-12 15:03:20,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392495614475194373,jasbird1,338,Twitter for iPhone,1,[]";;;;;;;
"2021-05-12 15:02:47,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392495476256038918,Jaya93180022,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:59:27,b'RT @Djoked2: Jokowi laknatullah disebut dalam sidang korupsi bansos.',1392494636241879041,pitutururip,28,Twitter for Android,1,[];;;;;;;
2021-05-12 14:58:20,b'RT @RakhmadIrawan7: @bangZhack86 Kontribusi eh maksudnya distribusi hasil curi dana bansos!',1392494356913786880,RakhmadIrawan7,1,Twitter for Android,1,[];;;;;;;
2021-05-12 14:58:12,b'@bangZhack86 Kontribusi eh maksudnya distribusi hasil curi dana bansos!',1392494322428223492,RakhmadIrawan7,1,Twitter for Android,0,[];;;;;;;
"2021-05-12 14:57:47,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392494217042137094,Oppomeneh5,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:56:59,b'@idtodayco Inilah Karakter Geng Perampok Berjamaah Dana Bansos yg sangat Tak Bermoral',1392494015145152517,myputun,0,Twitter for Android,0,[];;;;;;;
2021-05-12 14:56:47,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392493964830203906,nugrazee,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:56:37,b'RT @Djoked2: Jokowi laknatullah disebut dalam sidang korupsi bansos.',1392493924233605137,Oppomeneh5,28,Twitter for Android,1,[];;;;;;;
2021-05-12 14:56:22,b'RT @Djoked2: Jokowi laknatullah disebut dalam sidang korupsi bansos.',1392493859314147339,SeanAkbar4,28,Twitter for Android,1,[];;;;;;;
2021-05-12 14:54:49,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392493470166650881,pitutururip,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:52:02,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392492769675862016,faizaanggraitoo,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:51:40,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392492678810533891,garisoposisi,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:49:43,b'@SenjaUtama18 @cekghur @Dennysiregar7 @KPK_RI @DKIJakarta @UAS_AbdulSomad TRUSS...MAU KAMU ORANG ISLAM DIAM SAJA?\n\nKAMU ITU ANAK LONTE...MANA PERDULI NEGARA HANCUR....\n\nTUGAS KAMU ITU NGAWASIN REZIM....\n\nKALO REZIM GAK BENER KAMU HARUS TERIAK..\n\nKAMU BILANG JOKOWI...\nPAK KERJA YG BENER...STOP ORANG CINA MASUK....\nSTOP KORUPSI BANSOS...STOP KOMUNIS',1392492188039213059,WesRandi,0,Twitter for Android,0,[];;;;;;;
"2021-05-12 14:49:06,""b'@qorygore Positif thinking aja, sapa tau yang punya tempat Karaokenya orang yang membutuhkan dana bansos'"",1392492031541354496,Firdaus_Alz,0,Twitter for Android,0,[]";;;;;;;
"2021-05-12 14:48:44,""b'@5194b Dampaknya terlalu, jadi harus terus melawan. Kelompok difabel dirugikan jika para penyidik yang berhasil mengungkap kasus korupsi Bansos, oleh Mensos saat itu, dinonaktifkan. Kelompok difabel perlu menyatakan sikap, kami di @PSHKIndonesia  siap bergabung.'"",1392491939241418763,fnursyamsi,2,Twitter for Android,0,[]";;;;;;;
"2021-05-12 14:48:06,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392491782538108928,Lukman79768547,338,Twitter for iPad,1,[]";;;;;;;
"2021-05-12 14:47:37,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392491658449588229,Masdjodi1,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:46:22,b'@FajarDumadi @LOVE_AG4EVER Tertutup oleh gunung bansos  dan benur   ... mega korupsi \xf0\x9f\x98\x9b',1392491344740769792,ErSat_Arema,0,Twitter for Android,0,[];;;;;;;
"2021-05-12 14:45:33,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392491138242605062,VSIglory,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:44:10,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1392490793030492166,ErickConstant14,2780,Twitter for Android,1,[];;;;;;
"2021-05-12 14:43:15,""b'Distribusi bansos kacau, Kodrat Sunyoto: Jangan kambinghitamkan Kepala Desa via @radiomercury96 https://t.co/xwa7e1ja89'"",1392490559621582855,radiomercury96,1,Twitter Web App,0,[]";;;;;;;
"2021-05-12 14:42:41,""b'Praktek kotor swab, korupsi bansos.\nSepertinya Covid di Indonesia akan selesai ketika anggaran yang dialokasikan untuk hal-hal tersebut sudah habis.'"",1392490417476685837,pecandu_v60,0,Twitter for iPhone,0,[]";;;;;;;
2021-05-12 14:40:19,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392489822149779457,Buzer_Ideologis,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:36:51,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392488951059947523,Zulfitrayadi2,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:36:29,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392488856251879426,AdiPray,137,Twitter for Android,1,[];;;;;;;
"2021-05-12 14:35:21,""b'Soal madam bansos dan anak lurah ada di penyidikan korupsi bansos, apa @temponewsroom @tempodotco itu media fitnah? https://t.co/jteb5dY9Kp'"",1392488570347081731,Ibnxine,0,Twitter for Android,0,[]";;;;;;;
2021-05-12 14:33:41,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1392488152938340354,viahend,2780,Twitter for Android,1,[];;;;;;
"2021-05-12 14:32:13,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392487785655717889,Amhaditsa,338,Twitter for Android,1,[]";;;;;;;
"2021-05-12 14:30:40,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392487393035358212,om_oga,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:29:34,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392487117461221381,agusvelocity,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:25:53,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392486188657741830,AJazuli5,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:25:42,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392486141832667137,WongDeso___,137,Twitter for Android,1,[];;;;;;;
"2021-05-12 14:25:38,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392486127295107074,RakyatKW2,338,Twitter for Android,1,[]";;;;;;;
"2021-05-12 14:25:02,""b'RT @twitpos: Madam Bansos kemana rimbanya, apakah ikut lenyap seperti Harun Masiku ?'"",1392485975377416196,GUSBENSOK,6,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:23:46,b'RT @rahung: Tentu saja kalian gembira. Harun Masiku dan Blockchain Bansos. Bukan begitu Wak Haji @budimandjatmiko?',1392485659282083846,nda_smuuu,26,Twitter for Android,1,[];;;;;;;
2021-05-12 14:21:16,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392485030237118464,Budiant89189792,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:21:09,b'@NOTASLIMBOY Salam BANSOS me E KTP.',1392485000226820097,BO2129,0,Twitter for Android,0,[];;;;;;;
2021-05-12 14:19:39,b'RT @herditiya1: Demi aman dari kejahatan bansos.\n\nNgabalin Sebut Pengkritik Tes Pegawai KPK Berotak Sungsang\n https://t.co/vYHO7GJBhI',1392484621732827138,jokoselong,2,Twitter for Android,1,[];;;;;;;
2021-05-12 14:17:31,b'Demi aman dari kejahatan bansos.\n\nNgabalin Sebut Pengkritik Tes Pegawai KPK Berotak Sungsang\n https://t.co/vYHO7GJBhI',1392484083557564416,herditiya1,2,Twitter for Android,0,[];;;;;;;
2021-05-12 14:15:26,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392483559986798593,jokoselong,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:14:50,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392483407230246913,LeonardoKeisha,137,Twitter for iPhone,1,[];;;;;;;
2021-05-12 14:12:52,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392482912436588546,ArySyahpoetra,137,Twitter for Android,1,[];;;;;;;
"2021-05-12 14:09:18,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392482017703456774,Reebdullah1,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:09:13,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392481995486220289,siKillerKM50,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:08:38,b'@FaisalBasri Cara hancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi&gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi&gt; belanja di warung terdekat walaupun beda dikit\n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup\n\nLawan!',1392481850883334147,Darss87135283,0,Twitter Web App,0,[];;;;
2021-05-12 14:06:06,b'Ooooo politikus dari partai juara korupsi..yg kadernya ngembat uang bansos \xf0\x9f\x91\x8e https://t.co/nKTrJwp6Ge',1392481209981181961,budihidayat20,1,Twitter for Android,0,[];;;;;;;
"2021-05-12 14:06:05,""b'@jokowi COVID SELESAI KLO GA ADA YG KORUPSI......\nBUAT LOCKDOW / KARANTINA TOTAL 30 HARI JUGA BERES......\nMAKANYA BERESIN TUH KORUPTOR KORUPTOR KELAS KAKAP, TERMASUK KORUPTOR BANSOS KEMAREN.....'"",1392481208651575298,Soulmateleader,0,Twitter for Android,0,[]";;;;;;;
"2021-05-12 14:05:31,""b'RT @twitpos: Madam Bansos kemana rimbanya, apakah ikut lenyap seperti Harun Masiku ?'"",1392481062970822656,BrandenBernabeu,6,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:03:19,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392480509817544704,BarkahHairul,137,Twitter for Android,1,[];;;;;;;
2021-05-12 14:03:00,b'@republikaonline Wowww bisa nabung lagi nih kayak bansos yg ga ada kabar kelanjutannya \xf0\x9f\x98\x81',1392480431518281733,Widhianto26,0,Twitter for Android,0,[];;;;;;;
2021-05-12 14:02:46,b'@idtodayco Drpd gerombolan lu rampok bansos.....\nApa kabar madam bansos dan harun masiku ....minggat kemana mereka ?',1392480372361887744,cuantastix,0,Twitter for Android,0,[];;;;;;;
2021-05-12 14:02:15,b'@TirtoID Cara hancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi&gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi&gt; belanja di warung terdekat walaupun beda dikit\n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup\n\nLawan!',1392480244523700225,Darss87135283,0,Twitter Web App,0,[];;;;
2021-05-12 14:01:38,b'@RommyRoosyana Cara hancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi&gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi&gt; belanja di warung terdekat walaupun beda dikit\n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup\n\nLawan!',1392480088273219595,Darss87135283,0,Twitter Web App,0,[];;;;
2021-05-12 14:01:18,b'@UmarAlChelsea_ @KPK_RI Cara hancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi&gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi&gt; belanja di warung terdekat walaupun beda dikit\n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup\n\nLawan!',1392480002931781638,Darss87135283,0,Twitter Web App,0,[];;;;
2021-05-12 14:01:08,b'@Mdy_Asmara1701 Cara hancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi&gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi&gt; belanja di warung terdekat walaupun beda dikit\n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup\n\nLawan!',1392479961773010948,Darss87135283,0,Twitter Web App,0,[];;;;
2021-05-12 14:00:59,b'@msaid_didu Cara hancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi&gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi&gt; belanja di warung terdekat walaupun beda dikit\n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup\n\nLawan!',1392479923751702531,Darss87135283,0,Twitter Web App,0,[];;;;
"2021-05-12 14:00:46,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392479869737439234,baru_pac,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 14:00:37,b'@CNNIndonesia Cara hancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi&gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi&gt; belanja di warung terdekat walaupun beda dikit\n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup\n\nLawan!',1392479829518290957,Darss87135283,0,Twitter Web App,0,[];;;;
2021-05-12 14:00:01,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392479681123807242,SiBabangtamvan,137,Twitter for Android,1,[];;;;;;;
2021-05-12 13:59:51,b'@CNNIndonesia Cara menghancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi &gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi &gt; belanja di warung terdekat walaupun beda dikit \n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup',1392479637960228868,Darss87135283,0,Twitter Web App,0,[];;;;
"2021-05-12 13:59:36,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392479574840074241,erwannusantara,338,Twitter for iPhone,1,[]";;;;;;;
"2021-05-12 13:59:29,""b'@democrazymedia Koruptor Alutsista itu, yakin pasti berjamaah spt di bansos, E KTP, BLBI dll, akan sulit di ungkap walau oleh Menhan Sendiri..mau sapu bersih korupsi, sapunya hrs bersih dulu, bila tdk dmkn tdk akan efektif...'"",1392479545215787008,WikaWitana,0,Twitter for Android,0,[]";;;;;;;
"2021-05-12 13:59:22,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392479515088068611,sugito43334255,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 13:57:35,b'@ekowboy2 @Muslim_AntiPKI Cara menghancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi &gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi &gt; belanja di warung terdekat walaupun beda dikit \n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup',1392479069413941254,Darss87135283,0,Twitter Web App,0,[];;;;
2021-05-12 13:57:34,b'@PKSejahtera @MardaniAliSera Apakah ada hubungannya dengan kasus korupsi dana Bansos yg melibatkan parpol penguasa?',1392479065567682562,Hasan09072,0,Twitter for Android,0,[];;;;;;;
2021-05-12 13:56:43,b'@WahyuRiawanti @jonsvym @agranih @TalkinAndy kalo biaya alokasi bansos &amp; tunjangan jabatan masuknya kemana? \xf0\x9f\x99\x88',1392478851872169984,KiriItuTanda,0,Twitter for iPhone,0,[];;;;;;
2021-05-12 13:54:57,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392478404205715458,Fariz_Davin,137,Twitter for Android,1,[];;;;;;;
2021-05-12 13:54:51,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1392478381359259650,SriYati20139356,2780,Twitter for Android,1,[];;;;;;
2021-05-12 13:52:59,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392477909835603971,TaufikI70348691,137,Twitter for Android,1,[];;;;;;;
"2021-05-12 13:48:33,""b'Sy lihat rakyat Indonesia saat ini sdh outo-pilot. Tanpa pemerintahpun sdh bisa jln/hidup sendiri, cari makan sendiri (buktinya bansos dirampok rakyat kecil msh bisa hidup), Umkm jalan sendiri bahkan hrs bersaing dgn konglomerat yg masuk ke umkm. Luar biasa rakyat indonesia itu.'"",1392476793068670980,kasinodjojo,0,Twitter Web App,0,[]";;;;;;;
2021-05-12 13:48:15,b'Dapet hampers kok isinya sarden nikimura. Ternyata bansos.',1392476718930137092,haffidfan,0,Twitter Web App,0,[];;;;;;;
2021-05-12 13:48:09,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392476695697924099,sudarjkt,137,Twitter for iPhone,1,[];;;;;;;
2021-05-12 13:45:26,b'@jokowi Mudah2an gada potongan 10ribu ya kaya bansos kemarin',1392476012110245891,Jin_Sarimi,0,Twitter for Android,0,[];;;;;;;
2021-05-12 13:45:02,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392475911480508421,Darss87135283,137,Twitter Web App,1,[];;;;;;;
"2021-05-12 13:44:22,""b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'"",1392475740675788800,muhamaddaudabd3,338,Twitter for Android,1,[]";;;;;;;
2021-05-12 13:44:11,b'Cara menghancurkan rezim sekarang\n\n1. Tar1k du1t di b4nk ramai2\nSolusi &gt; bangun koperasi syariah\n\n2. J4ngan belanja di m4ll2 \nSolusi &gt; belanja di warung terdekat walaupun beda dikit \n\n3. T1dac membay4r P4jk \nSolusi&gt; bilang aja duitnya buat kebutuhan sehari2 karena bansos dikorup',1392475696224555011,Darss87135283,0,Twitter Web App,0,[];;;;
2021-05-12 13:43:13,b'@PutraWadapi ParTAI Pro Cina Komunis dan Pencuri Bansos untuk Rakyat..',1392475453986787329,555Akhmad,0,Twitter for Android,0,[];;;;;;;
2021-05-12 13:42:12,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392475195919585289,Wawan_Hy,137,Twitter for Android,1,[];;;;;;;
"2021-05-12 13:41:18,""b'@Djoked2 Kayaknya ngabalin tidak terlibat korupsi bansos, tapi terlibat dalam kasus korupsi benih benur'"",1392474968592551940,suherman_wan,0,Twitter Web App,0,[]";;;;;;;
2021-05-12 13:40:34,b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6',1392474783703388162,supiaman_asep,137,Twitter for Android,1,[];;;;;;;
2021-05-12 13:40:29,b'RT @mfadli37: @idtodayco Kalo yg korupsi bansos itu kader gadungan atau binaan ya? Denger2 katanya dari partai yg itu kan!',1392474764673908742,elhami41939391,1,Twitter for iPhone,1,[];;;;;;;
"2021-05-12 13:39:19,""b'RT @myputun: Percepatan Penyerapan Anggaran Kemensos yg Buntutnya di Korupsi  berjamaah Oleh Kader Pedeipe, Partai Pemegang Rekor Korupsi a\xe2\x80\xa6'"",1392474469763928075,SafrizaL4C,5,Twitter for Android,1,[]";;;;;;;
2021-05-12 13:38:15,b'@meeeeerri @detikcom Bansos aja diembat',1392474204541362176,daniairwansyah,0,Twitter for Android,0,[];;;;;;;
