Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags;
"2021-05-08 15:51:26,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391058167069511686,BengkalisSutan,215,Twitter for Android,1,[]";
"2021-05-08 15:47:19,""b'@KompasTV Knp sih hrs nguprek bansos,jadi gitu deh..'"",1391057132187840519,adie_rew,0,Twitter for Android,0,[]";
"2021-05-08 15:47:07,""b'Sejumlah Warga Terdampak Pandemi Corona di Jakarta dan Depok Terima Bansos: Sebanyak 200 paket sembako disalurkan melalui dua majelis taklim Al Muhtadun dan Al Makmur yang berlokasi di Jakarta dan Depok, Jawa Barat. https://t.co/OkOFByCbIh'"",1391057082795757568,merdekadotcom,0,dlvr.it,0,[]";
"2021-05-08 15:41:44,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391055725711937539,suka_tx,215,Twitter for Android,1,[]";
"2021-05-08 15:40:34,""b'ah tetangga sialan pake pindah kesamping rumah segala lagi, eneg banget tetanggaan ama orang suka pamer harta tapi masih suka ngemis ngemis bansos'"",1391055431347281923,brwnsgrm,0,Twitter for iPhone,0,[]";
"2021-05-08 15:38:02,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391054796543594497,AliObeng,22,Twitter Web App,1,[]";
"2021-05-08 15:36:48,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391054486303510535,dodolkollak,215,Twitter for Android,1,[]";
"2021-05-08 15:36:13,""b'@shabrinamarsya Aku udah berkesimpulan sih kalo miskin dan kaya itu emg bukan soal banyak\xc2\xb2an harta, tapi memang soal mental aja\n\nYa contoh terbaru bansos covid yg dikorupsi, udah sekaya apa coba jadi mentri, eh masih ngambil hak org jg'"",1391054339133771781,_ikaa_,0,Twitter Web App,0,[]";
2021-05-08 15:34:20,b'RT @NarasiNewsroom: Sejumlah fakta soal aliran dana Bansos yang melibatkan eks Menteri Sosial Juliari Batubara bermunculan. Salah satunya d\xe2\x80\xa6',1391053865512935425,zhnaulia,71,Twitter for Android,1,[];
"2021-05-08 15:32:09,""b'Dua Jenis Bansos Kemensos Cair Sebelum Lebaran 2021, Cek Penerima Melalui https://t.co/sHD5TDpF0I\n \nhttps://t.co/KUdTPW5wTH via @tribunnews'"",1391053314817609734,WiedaryantoArya,0,Twitter Web App,0,[]";
2021-05-08 15:32:08,b'Pernah nonton salah satu video orang indo di saudi sana. Pernah bilang kalau pemerintahaan disana pun pada takut kalau rakyat nya kelaparan bahkan walaupun mendengar rakyat kelaparan pun takut apalagi tidak berlaku adil hehe. Bansos dibagi rata kalau disini justru dikorupsi',1391053312112304131,farizpostman,0,Twitter for Android,0,[];
"2021-05-08 15:30:36,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391052923820417028,Adyputrarajash3,215,Twitter for Android,1,[]";
"2021-05-08 15:29:14,""b'RT @narkosun: Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan\xe2\x80\xa6'"",1391052580483072000,Hanantyo_K,9,Twitter for Android,1,[]";
"2021-05-08 15:26:57,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391052007654363138,n4dini,215,Twitter for Android,1,[]";
"2021-05-08 15:24:43,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391051443201712129,WilliamFr3nch,91,Twitter for iPad,1,[]";
2021-05-08 15:21:57,b'@febridiansyah Katanya skrg NB lagi tangani kasus korupsi bansos dan KKP lalu penyiraman thdp NB bertepatan saat belio menangani kasus apa uda kalo boleh tau?',1391050748734021637,rafiqi_28,0,Twitter for iPhone,0,[];
"2021-05-08 15:19:21,""b'@kurawa @febridiansyah sbelah akan blg ini KPK  tbang pilih sumber waras dbiarkan saja,yg sbelah lg blg KPK tbang pilih nda mau sntuh lahan DP0%!\nAda sapi dbui KPK tbang pilih, mengambil pembagi BANSOS KPK jg tbang pilih! \n\nStiap org punya prasaan paling bnr &amp";" plg pintar!\n#JgnTerlaluSeringMainPerasaan'"",1391050093734727686,TraffiCare_MKS,0,Twitter for Android,0,['JgnTerlaluSeringMainPerasaan']"
"2021-05-08 15:16:20,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391049336658698242,ginabunga_1979,215,Twitter for Android,1,[]";
2021-05-08 15:16:11,b'@KompasTV @msaid_didu Siapa yang terlibat korupsi Bansos dan KKP. Gak heran isu taliban sama radikal selalu dihembuskan. Memang jadi alasan untuk garong aja. Korupsi Bansos itu harusnya hukuman mati.',1391049295890026497,andikabina,4,Twitter for Android,0,[];
"2021-05-08 15:13:50,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391048704019234819,leamaya6,22,Twitter for Android,1,[]";
2021-05-08 15:11:30,b'@DKayyenz Mw bwt isu baru seolah yg ngurus bansos mw digeser..',1391048118666362880,pintuyangmalang,0,Twitter for Android,0,[];
"2021-05-08 15:11:00,""b'RT @SaveMoslem1: Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Re\xe2\x80\xa6'"",1391047992212291584,Boruto7324,15,Twitter for Android,1,[]";
"2021-05-08 15:10:02,""b'@jokowi saya ngurusin bansos dari data, bedah rumah, dll mulai apbd sampe apbn dibayar satujuta perbulan, tapi duit bansos kok dikorup mentri dari partai sampeyan?'"",1391047747717898248,ke_peace_ing,0,Twitter for Android,0,[]";
"2021-05-08 15:08:13,""b'@caratstalk ga, gue malah mirip orang yg lagi dikasih bansos\xf0\x9f\x98\xad'"",1391047290089992199,wonwoorien,0,Twitter for Android,0,[]";
2021-05-08 15:07:54,b'RT @SaveMoslem1: Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos\xe2\x80\xa6',1391047213678174223,MuhammadFajriM2,15,Twitter for Android,1,[];
"2021-05-08 15:07:50,""b'RT @SaveMoslem1: Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Re\xe2\x80\xa6'"",1391047194895998981,MuhammadFajriM2,15,Twitter for Android,1,[]";
"2021-05-08 15:07:47,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391047182472548355,MuhammadFajriM2,215,Twitter for Android,1,[]";
2021-05-08 15:07:17,b'@Dennysiregar7 @KPK_RI Maling bansos aja yg layak dihukum mati blm semua kroninya ditangkap',1391047059101282304,GORO72161943,0,Twitter for Android,0,[];
"2021-05-08 15:07:06,""b'RT @SaveMoslem1: Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Re\xe2\x80\xa6'"",1391047010808070148,baharvondalhar,15,Twitter for Android,1,[]";
"2021-05-08 15:06:32,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391046866561732611,langitbirubth,215,Twitter for Android,1,[]";
"2021-05-08 15:05:05,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391046502567477249,TobatSaat,22,Twitter for Android,1,[]";
"2021-05-08 15:04:21,""b'RT @ayah_neisha: @gar4200 Itu bukan leader tapi dealer jd apapun yg dia buat tergantung deal mana yg gede keuntungannya buat madam bansos,\xe2\x80\xa6'"",1391046319930712068,DianGara,2,Twitter Web App,1,[]";
"2021-05-08 15:02:44,""b'Babi ngepet demen, bipang dinyinyirin. Itu sama dgn munafiknya kaum berisik: nyinyirin pemerintah tpi antri bansos paling depan, nyinyirin soal hutang tapi menikmati infrastruktur yg dibangun atasnya.\nKonsumen bipang jelas lebih bahagia &amp";" santuy hidupnya dibanding kaum berisik \xf0\x9f\x98\x82 https://t.co/poQsqnIoUV'"",1391045912181362689,BrdKelima,0,Twitter for Android,0,[]"
2021-05-08 15:02:25,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1391045831558504449,ekayepee,337,Twitter for Android,1,[];
"2021-05-08 15:01:03,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391045488330240000,AbidinZnl,22,Twitter for Android,1,[]";
2021-05-08 15:00:34,b'@fairyssamjin Hngg seru juga... Bermanfaat lgi membagi bagi bansos',1391045367320309760,joyuliiikan,0,Twitter for Android,0,[];
"2021-05-08 15:00:02,""b'Dua Jenis Bansos Kemensos Cair Sebelum Lebaran 2021, Cek Penerima Melalui https://t.co/ZqcsedwLd7\n \nhttps://t.co/TdBQiO91P4'"",1391045232007925762,tribunnews,1,Twitter Web App,0,[]";
"2021-05-08 14:59:36,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391045122582663170,Imamabd92505824,215,Twitter for Android,1,[]";
"2021-05-08 14:59:01,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391044976423755776,Gotun05,215,Twitter for Android,1,[]";
2021-05-08 14:57:01,b'@joyuliiikan biasanya si ya biasanya suka kyk ngobrolin idol bias trs lempar lembing brmain tic tac toe mngadakan bansos keliling kota ditutup dgn siraman rohani marawis atau bisa jg kyak sirkus barongsai guling guling dan brmain bola api gtudeh',1391044475120623623,fairyssamjin,0,Twitter for Android,0,[];
2021-05-08 14:56:43,b'RT @SaveMoslem1: Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos\xe2\x80\xa6',1391044399853756425,TitoJalu,15,Twitter for Android,1,[];
"2021-05-08 14:56:36,""b'RT @SaveMoslem1: Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Re\xe2\x80\xa6'"",1391044369172467717,mandar_bara,15,Twitter Web App,1,[]";
2021-05-08 14:56:30,b'RT @SaveMoslem1: Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos\xe2\x80\xa6',1391044342089805824,mandar_bara,15,Twitter Web App,1,[];
"2021-05-08 14:56:22,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391044308355063808,mandar_bara,215,Twitter Web App,1,[]";
"2021-05-08 14:56:08,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391044249412456448,Bukan_anggota_,22,Twitter for Android,1,[]";
"2021-05-08 14:55:28,""b'RT @WiedaryantoArya: CEK Bansos yang Cair Sebelum Lebaran 2021, BLT UMKM, PKH, dan BPNT di Sini!\n \nhttps://t.co/MeN27n8rCK via @tribunnews'"",1391044082282110983,WiedaryantoArya,1,Twitter Web App,1,[]";
"2021-05-08 14:55:13,""b'CEK Bansos yang Cair Sebelum Lebaran 2021, BLT UMKM, PKH, dan BPNT di Sini!\n \nhttps://t.co/MeN27n8rCK via @tribunnews'"",1391044019497488386,WiedaryantoArya,1,Twitter Web App,0,[]";
"2021-05-08 14:54:56,""b'RT @SaveMoslem1: Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Re\xe2\x80\xa6'"",1391043948383141890,Mrizkirahmadi21,15,Twitter for Android,1,[]";
"2021-05-08 14:52:01,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391043217148186631,Ostman93729769,215,Twitter Web App,1,[]";
2021-05-08 14:51:27,b'RT @SaveMoslem1: Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos\xe2\x80\xa6',1391043071026941953,Selian65280807,15,Twitter Web App,1,[];
"2021-05-08 14:51:22,""b'RT @SaveMoslem1: Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Re\xe2\x80\xa6'"",1391043053528313861,Selian65280807,15,Twitter Web App,1,[]";
"2021-05-08 14:50:37,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391042863165689863,kerjacerdas,215,Twitter Web App,1,[]";
2021-05-08 14:50:21,b'RT @SaveMoslem1: Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos\xe2\x80\xa6',1391042795071102977,Imamabd92505824,15,Twitter for Android,1,[];
"2021-05-08 14:50:14,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391042766235344904,imbangimedia,215,Twitter for Android,1,[]";
2021-05-08 14:49:45,b'@nananonannn nekuk duit bansos aja',1391042646659911682,cececekeyen,0,Twitter for Android,0,[];
"2021-05-08 14:49:37,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391042609754165264,inlandertengik,215,Twitter for Android,1,[]";
"2021-05-08 14:49:03,""b'RT @SaveMoslem1: Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Re\xe2\x80\xa6'"",1391042468662026247,Imamabd92505824,15,Twitter for Android,1,[]";
2021-05-08 14:48:02,b'RT @SaveMoslem1: Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos\xe2\x80\xa6',1391042213052784642,sidiqae,15,Twitter for Android,1,[];
"2021-05-08 14:47:18,""b'@cholilnafis Bipang di Promo, Bansos, Asabri,Harum Masiku makin Tenggelam dalam Obrolan Publik. Kereen banget pokoknya deh pak Kyai sales Bipang ituh...'"",1391042028000059394,Taufiksaleh78,0,Twitter for Android,0,[]";
2021-05-08 14:46:57,b'RT @SaveMoslem1: Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos\xe2\x80\xa6',1391041938527178753,AjieRoest,15,Twitter for Android,1,[];
"2021-05-08 14:45:33,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391041588860571652,MalaKlose,215,Twitter for Android,1,[]";
2021-05-08 14:45:31,b'RT @PutraWadapi: Risma ungkap Data Ganda Penerima Bansos yg merupakan  Bobroknya Kinerja kader PDIP  Juliari Batubara tapi yg disalahkan er\xe2\x80\xa6',1391041578106441728,fasyam7,1015,Twitter for Android,1,[];
"2021-05-08 14:45:22,""b'@Dennysiregar7 @KPK_RI Yang sudah Jelas2 saja Den! Koruptor Bansos ini Layak dihukum MATI, https://t.co/xrG0LE5pvh'"",1391041540055724032,endjah_hamami,0,Twitter for Android,0,[]";
"2021-05-08 14:45:02,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391041458770092035,BadutPolitikus,215,Twitter for iPhone,1,[]";
"2021-05-08 14:45:00,""b'Data Penerima Bansos, Risma Gandeng Perguruan Tinggi\n\nhttps://t.co/04vs5511qK #pdiperjuangan'"",1391041448657752064,GesuriID,0,TweetDeck,0,['pdiperjuangan']";
"2021-05-08 14:43:34,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391041088274669573,didienAZHAR,215,Twitter Web App,1,[]";
"2021-05-08 14:43:18,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391041022608625669,Selian65280807,215,Twitter Web App,1,[]";
"2021-05-08 14:42:12,""b'RT @SaveMoslem1: Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih\xe2\x80\xa6'"",1391040743028842497,AChamplads,215,Twitter for Android,1,[]";
"2021-05-08 14:42:06,""b'RT @SaveMoslem1: Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Re\xe2\x80\xa6'"",1391040721516318721,andi_sharif,15,Twitter for Android,1,[]";
2021-05-08 14:41:43,b'RT @SaveMoslem1: Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos\xe2\x80\xa6',1391040621591228418,andi_sharif,15,Twitter for Android,1,[];
"2021-05-08 14:41:19,""b'Terus siapa yang bikin skenario TWK KPK, Raibnya Harun Masiku, SP3 BLBI, kriminalisasi Ulama, hilangnya bahasa Indonesia, Pancasila, Sejarah serta frasa Agama yang tidak ada dalam draf peta jalan pendidikan, apakah kawan penyuka BIPANG juga yang bikin ulah, apa kabar juga Bansos https://t.co/FC6FeVeMGm'"",1391040520852426757,DTar169,0,Twitter for Android,0,[]";
"2021-05-08 14:41:12,""b'Haji Munarman mengkritik keras korupsi dana bansos oleh PDIP ini, dan akhirnya kini beliau ditangkap dan ditahan dgn dalih terlibat terorisme :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c FPI: Korupsi Dana Bansos Pengkhianatan Ke Rakyat Yang Menderita Akibat COVID-19\n\n\xf0\x9f\x91\x89 https://t.co/zUKcV4mOuS'"",1391040493409079304,SaveMoslem1,215,Twitter for Android,0,[]";
"2021-05-08 14:40:47,""b'Akhirnya selamat lah maling-maling ini :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Duit Korupsi Bansos Diduga Mengalir ke PDIP Lewat Staf Puan, Pengadaan Tas Rekomendasi Gibran\n\n\xf0\x9f\x91\x89 https://t.co/MICHfhruw2'"",1391040386966048770,SaveMoslem1,15,Twitter for Android,0,[]";
2021-05-08 14:40:41,b'RT @PutraWadapi: Radikal untuk berantas korupsi itu jauh lebih baik daripada sok pancasilais tapi curi dana bansos dan sibuk bangun dinasti\xe2\x80\xa6',1391040364186791938,ferialhazim,656,Twitter for Android,1,[];
2021-05-08 14:40:18,b'Terbongkar\xe2\x9d\x97 Modus untuk menyelamatkan PDIP maling dana bansos :\xf0\x9f\x91\x87\n\n\xf0\x9f\x93\x8c Terungkap\xe2\x9d\x97 Demokrat Duga Penyidik KPK di Kasus Bansos Diberhentikan Lewat Tes\n\n\xf0\x9f\x91\x89 https://t.co/TSaNFQnMKf',1391040267222806537,SaveMoslem1,15,Twitter for Android,0,[];
"2021-05-08 14:38:27,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391039799964831746,hambohhh,22,Twitter for Android,1,[]";
2021-05-08 14:36:01,b'RT @NarasiNewsroom: Sejumlah fakta soal aliran dana Bansos yang melibatkan eks Menteri Sosial Juliari Batubara bermunculan. Salah satunya d\xe2\x80\xa6',1391039188493996032,Irwan_saputra01,71,Twitter for Android,1,[];
2021-05-08 14:35:15,b'@___Mr_J03n4____ @Mr_703n4_______ Hadeuuuh. .. !!! \n\nYg lain malah ada yg bancakan bansos',1391038996386439173,Purwantosastro4,0,Twitter for Android,0,[];
2021-05-08 14:34:40,b'RT @LaodeMSyarif: Penyelidik &amp; Penyidik @KPK_RI yg masuk dalam 75 orang itu:\n\n-Sedan mengusut kasus-kasus besar (Bansos-pajak-pidana korpor\xe2\x80\xa6',1391038849187389440,sir_dien,61,Twitter for Android,1,[]
2021-05-08 14:34:32,b'@kompascom Kesel mereka korupsi bansos ketauan',1391038815385489409,juliandjiono,0,Twitter for Android,0,[];
"2021-05-08 14:33:57,""b'RT @LinjamsosOke: Lain Bu Tejo lain pula Bu Romlah. Kalau Bu Tejo ribut ngomongin tetangga, ini Bu Romlah ribut ngomongin bansos PKH. Padah\xe2\x80\xa6'"",1391038670484869127,puspensos,2,Twitter for iPhone,1,[]";
"2021-05-08 14:27:49,""b'@adearmando1 kan \nKPK lagi nanganin kasus bansos,\n...\nwajarlah KPK diserang\ndari berbagai arah\n\xf0\x9f\x99\x84\xf0\x9f\xa4\xab'"",1391037125257170949,PakLoerah,0,Twitter for Android,0,[]";
"2021-05-08 14:26:54,""b'@Mdy_Asmara1701 @Reiza_Patters Balik seperti orde baru?\nSaya lihat skr korupsinya malah lebih sadis. Bansos, e-ktp, jiwasraya, asabri dsbnya. Tuh lebih sadis dan lbh terorganisir.'"",1391036893391835137,hariyadiagung18,0,Twitter Web App,0,[]";
"2021-05-08 14:26:33,""b'@Algo_Kun Pemberian bansos apakah sudah berjalan sesuai dengan mekanismenya? Penerapan lockdown yang aku pahami itu dilakukan dalam skala besar (negara) karena itu keputusan pemerintah pusat, dibantu oleh daerah. Dan bansos itu jenisnya bantuan sampingan, bukan tanggungan penuh.'"",1391036806771052547,ierv295,0,Twitter for Android,0,[]";
"2021-05-08 14:26:03,""b'@AliNgabalinNew Tetap salah Om Ngabalin, sebab yg dengar para Kadrun soalnya, sebab apapun yg di omongkan pak Jokowi, salah dimata mereka kecuali bansos Dan thr'"",1391036681772363776,kuntring_deddy,0,Twitter for Android,0,[]";
"2021-05-08 14:19:38,""b'RT @icukprayogi: Polemik Tes Wawasan Kebangsaan telah mampu mengalihkan sorotan kasus BLBI, Bank Century, Wisma Hambalang, bansos covid-19,\xe2\x80\xa6'"",1391035063832248322,BinSunar,1,Twitter Web App,1,[]";
"2021-05-08 14:17:54,""b'RT @narkosun: Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan\xe2\x80\xa6'"",1391034628476080130,Hayik02,9,Twitter for Android,1,[]";
2021-05-08 14:17:10,b'@zarazettirazr Makanya tiru BRI. Segala bansos disalurkan ke situ. Tiap hari kantornya membludak.',1391034445885427720,MediaRakyat4,0,Twitter for Android,0,[];
2021-05-08 14:16:51,b'RT @FPD_DPR: Anggota Komisi III \xe2\x81\xa6@DPR_RI\xe2\x81\xa9 \xe2\x81\xa6@PDemokrat\xe2\x81\xa9 \xe2\x81\xa6@BennyHarmanID\xe2\x81\xa9 Sebut Penyidik KPK di Kasus Bansos Diincar Lewat TWK - Nasional htt\xe2\x80\xa6',1391034366562762757,SBHs14p,10,Twitter for Android,1,[];
"2021-05-08 14:16:12,""b'KJP Plus, Bansos, BLT UMKM, Kartu Prakerja, Subsidi Listrik &amp";" Bantuan PKH Cair Sebelum Lebaran, Cek Daftar Penerima di Sini - https://t.co/2I5iP4VRWH https://t.co/C0yaBOBHk9'"",1391034199944044556,ayojakartacom,0,Twitter Web App,0,[]"
"2021-05-08 14:15:26,""b'RT @_Tarida_Indah_: Partai Lain Mana Suaranya !!\nMendukung KPK Di Bungkam ??\n\nFraksi Partai Demokrat Benny K. Harman :\n""""Ada upaya menggerga\xe2\x80\xa6'"",1391034007576580098,s_inod,10,Twitter for Android,1,[]";
"2021-05-08 14:13:13,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391033450132500483,thewayon1,91,Twitter for Android,1,[]";
2021-05-08 14:12:34,b'RT @ekowboy2: Kader merah paling banyak terjaring OTT Novel Baswedan cs &amp; korupsi paling biadab selama pandemi korupsi madam bansos.. \n\nJad\xe2\x80\xa6',1391033288395919370,arjobardian,377,Twitter for Android,1,[]
2021-05-08 14:10:59,b'@pmoxyz pengadaan logistik bansos. nanti keuntungan buat karaoke.',1391032890431971331,mirzarosi,0,Twitter Web App,0,[];
