Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags;
"2021-05-08 04:18:02,""b'@movietoktokan @EJat3010 @iyaudahiyayauda @Dennysiregar7 @KPK_RI ya wajib di usut lah.... gak boleh dibiarin, juga komplotan kemaren yg korupsi dana bansos pun sama. begitujuga kalo ngalir ke partai merah itu.'"",1390883669858865153,Ekapek33,0,Twitter for Android,0,[]";
"2021-05-08 04:17:55,""b'Giat Bhabinkamtibmas AIPDA SULISTYO Melaksankanan Bansos Dalam Rangka Menjelang Hari Raya Idul Fitri  memberikan bantuan melalui   berupa 5 kg beras cap tomat dan Tali asih  Kepada ibu SEKDA SINAGA Desa Sipispis kec  Sipispis Kab Sergai,yang terdampak dari pandemi Virus Covid19. https://t.co/6ppXJKHOPn'"",1390883640662388736,polseksipispis1,0,Twitter for Android,0,[]";
2021-05-08 04:17:19,b'anak cina anti bansos acab acab https://t.co/s7ie8Rq8xG',1390883486051934213,skeptisyit,0,Twitter for Android,0,[];
2021-05-08 04:16:43,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390883335312842756,ANYudhp,337,Twitter Web App,1,[];
2021-05-08 04:16:39,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390883321731686402,erikwibo,337,Twitter for Android,1,[];
2021-05-08 04:16:09,b'RT @PutraWadapi: Risma ungkap Data Ganda Penerima Bansos yg merupakan  Bobroknya Kinerja kader PDIP  Juliari Batubara tapi yg disalahkan er\xe2\x80\xa6',1390883192815513600,rahmatnewton53,1015,Twitter for iPhone,1,[];
2021-05-08 04:16:07,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390883183965659136,weceka,337,Twitter for Android,1,[];
2021-05-08 04:15:45,b'@moan_pembebasan @RamliRizal Follower nya kebayakn dedemit atau jangan2 yang nerima bansos fiktif...',1390883093481803777,apek_ko,0,Twitter for Android,0,[];
"2021-05-08 04:14:07,""b'@HukumDan Peliharaan, perawatan, Perlindungan yang membuat di istimewakan ... Teroris KKB, pelemahan KPK, korupsi BANSOS, Buzzer diam jadi bangke, BUZER NAJIIISSSS ....'"",1390882680657481734,AchmadChoirull5,0,Twitter for Android,0,[]";
"2021-05-08 04:12:22,""b'@yoshibom_ @deyxhvezzy Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/biBIX8L0go'"",1390882241861939209,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:12:11,""b'@sindusonyw Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/HIdmEoWpZx'"",1390882196974538752,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:12:02,""b'@Daintinys Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/YIm9Oq9Cim'"",1390882160198897664,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:11:54,""b'@ainunrachmah Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/xBmlrBKu0t'"",1390882125608407041,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:11:45,""b'@kuaciwonie Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/qrYWzDjteR'"",1390882087826120704,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:11:36,""b'@IBartelborth @HolzheuStefan @ZDF Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/V6Rs7qDtpL'"",1390882047258894337,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:11:24,""b'@yourpotatogirl_ @virhanfadillah Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/8scv46ZUn8'"",1390882000261709832,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:11:13,""b'@GuidanceAlhuda @shayfuddinz Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/w04cQMf1Ad'"",1390881952614416385,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:11:06,""b'@samarindasiaga @BinNijamuddin @mySAMARINDA Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/tSNQoGZJ9x'"",1390881922646110215,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 04:10:16,""b'Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/ZPXumIRn4k'"",1390881714273091585,jiwakuat4,0,Twitter for Android,0,[]";
2021-05-08 04:10:14,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390881703992774660,Biancaoktavia1,337,Twitter for Android,1,[];
2021-05-08 04:07:59,b'@republikaonline @msaid_didu Buat dan sebar kegaduhan pas bulan puasa...\nKasus2 besar semakin tertutup krn energi habis utk debat masalah kegaduhan yg disebar...\n\nKorupsi Bansos dadhine piye...? Dirampungke ora opo kanggo hukum dalanan?',1390881138122444800,Aguspri0,0,Twitter for Android,0,[];
"2021-05-08 04:07:39,b'RT @einar85247612: mana nih janjinya mau menghukum mati para pelaku korupsi terlebih lagi koruptor bansos #kpk \n#hukumatikoruptor @Na2Ricar\xe2\x80\xa6',1390881055230492676,masanggung,1,Twitter for Android,1,""['kpk', 'hukumatikoruptor']""";
"2021-05-08 04:07:16,""b'RT @Partono_ADjem: Bansosnya rakyat dapet tetep.\nSoal korupsi bansos cm politis doank, biasa lah.'"",1390880960271446016,phanzhoel,1,Twitter for Android,1,[]";
"2021-05-08 04:06:01,""b'\xf0\x9f\x97\xa3\xef\xb8\x8f: """"hobimu apa? """"\n\xf0\x9f\x91\xa4: """"bikin larangan tapi ga ngasih solusi, bikin kebijakan yg merugikan, makan duit rakyat, korupsi dana bansos, masih banyak lagi deh""""'"",1390880642850689032,gtaulgideh,0,Twitter for Android,0,[]";
2021-05-08 04:05:56,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390880621296189441,cikicitoz,337,Twitter for Android,1,[];
2021-05-08 04:05:01,b'RT @ekowboy2: Kader merah paling banyak terjaring OTT Novel Baswedan cs &amp; korupsi paling biadab selama pandemi korupsi madam bansos.. \n\nJad\xe2\x80\xa6',1390880393713180677,efahanifah6,377,Twitter for Android,1,[]
"2021-05-08 04:04:53,""b'Bansosnya rakyat dapet tetep.\nSoal korupsi bansos cm politis doank, biasa lah. https://t.co/KdjibbBatC'"",1390880356891463681,Partono_ADjem,1,Twitter for Android,0,[]";
2021-05-08 04:04:17,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390880208891252740,udinismo,337,Twitter for Android,1,[];
2021-05-08 04:04:14,b'RT @aik_arif: Kalau yg beginian sudah lolos tes wawasan kebangsaan? https://t.co/uxAuSbb0OW https://t.co/uxAuSbb0OW',1390880194601357313,MaiJebing,54,Twitter for Android,1,[];
2021-05-08 04:02:44,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390879816883195909,NinikHari,1748,Twitter for Android,1,[];
2021-05-08 04:02:43,b'@dayatia Nakes g di bayarkan haknya.. asn di sunat haknya.. uangnya buat ap?  Buat bansos? Yang ad di korup.. cc @prastow',1390879815616450563,Pembasmikedung1,0,Twitter for Android,0,[];
"2021-05-08 04:01:53,""b'@diskopukm_jatim \nSuka nyesek sendiri, bila ada tetangga atau teman yang sudah mampu tp terus2an dapat bansos. Sementara kami yg Alhmdulillah kurang begitu berungtung malah tak tersentuh.'"",1390879602441027585,emile_AsShiba,0,Twitter for Android,0,[]";
2021-05-08 04:01:30,b'RT @berlianews: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390879507251294211,zuxylau,2,Twitter Web App,1,[];
"2021-05-08 03:59:30,""b'RT @KataBewe: PEMBUSUKAN di KPK makin DEGIL &amp";" BENGIS. Insan terbaik di KPK tengah DISINGKIRKAN. Mereka yg terbukti menegakkan marwah KPK,\xe2\x80\xa6'"",1390879002814939140,bongkar_nugroho,1737,Twitter for Android,1,[]"
2021-05-08 03:59:25,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390878981939884036,AzizFadhillah,337,Twitter for Android,1,[];
"2021-05-08 03:58:48,""b'RT @duuuuuuta: @gandenganmuu @txtdrpemerintah dari awal udah beda sama wuhan, wuhan lockdown berbulan bulan ga ada yang keluar rumah 1 pun,\xe2\x80\xa6'"",1390878828927492104,KamilaMojo,1,Twitter for Android,1,[]";
"2021-05-08 03:58:22,""b'RT @tribunnews: Cek Penerima Bansos PKH dan BPNT, Akses Link https://t.co/ZqcsedwLd7, Ini Panduannya\n \nhttps://t.co/0XKc70FH6C'"",1390878718608908289,KawalPersib,2,Twitter for Android,1,[]";
2021-05-08 03:58:01,b'@republikaonline mengapa mereka ini jarinya selalu menunjuk keluar?  korupsi bansos itu sangat mencoreng nilai2 pancasila.',1390878631006642177,sevenismylucky,0,Twitter for iPhone,0,[];
2021-05-08 03:56:51,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390878337375948801,imbangimedia,512,Twitter for Android,1,[];
"2021-05-08 03:55:34,""b'Untuk mengecek apakah terdaftar sebagai penerima keempat bansos tersebut, masyarakat dapat secara mandiri mengeceknya. Masyarakat hanya perlu mengakses sejumlah situs yang telah disediakan pemerintah.\n\nhttps://t.co/cAb05enYqQ via @serambinews'"",1390878013202452494,serambinews,0,Twitter Web App,0,[]";
"2021-05-08 03:55:29,""b'Giat Bhabinkamtibmas AIPDA SULISTYO Melaksankanan Bansos Dalam Rangka Menjelang Hari Raya Idul Fitri  memberikan bantuan melalui   berupa 5 kg beras cap tomat dan Tali asih  Kepada anak anakDesa Sipispis kec  Sipispis Kab Sergai,  yang terdampak dari pandemi Virus Covid 19. https://t.co/Ap3EQ87SWB'"",1390877992478396418,polseksipispis1,0,Twitter for Android,0,[]";
2021-05-08 03:54:47,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390877817437495296,lithaNov,337,Twitter for Android,1,[];
2021-05-08 03:53:01,b'@yerimamon @yujinaelle NTU BANSOS',1390877372639944705,byomgeu,0,Twitter for Android,0,[];
"2021-05-08 03:52:37,""b""""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6"""""",1390877270307344385,Mahesa_Murti,31,Twitter for Android,1,[]";
"2021-05-08 03:51:41,""b'RT @soeyoto1: """"Menurut Mbak Risma ke KPK, data 21 juta penerima Bansos bodong atau fiktif. Ternyata perusahaan2 penyalur Bansos juga banyak\xe2\x80\xa6'"",1390877035329851393,AnugrahBerla,100,Twitter for Android,1,[]";
2021-05-08 03:49:49,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390876569162313728,syarifptk,337,Twitter for Android,1,[];
"2021-05-08 03:48:36,""b'@Partono_ADjem udh dilockdown, kasih bansos dikorupsi pula'"",1390876259207376902,JangRantau,0,Twitter for iPhone,0,[]";
2021-05-08 03:47:44,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390876042831687681,AnugrahBerla,512,Twitter for Android,1,[];
2021-05-08 03:47:05,b'Indonesia kena poverty trap karena ada yang mengaku wong cilik tapi aslinya licik\n\nbansos aja dikorupsi bos https://t.co/P59mHQGBXr',1390875879551557633,fahmikazuki,1,Twitter for iPhone,0,[];
2021-05-08 03:46:22,b'RT @PutraWadapi: Risma ungkap Data Ganda Penerima Bansos yg merupakan  Bobroknya Kinerja kader PDIP  Juliari Batubara tapi yg disalahkan er\xe2\x80\xa6',1390875697363578880,kher_ariefs,1015,Twitter for Android,1,[];
2021-05-08 03:45:42,b'@peyasie potonya jadi kek org nerima bansos',1390875529805406211,capetrtkn,0,Twitter for Android,0,[];
2021-05-08 03:44:13,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1390875157309235201,Masdjodi1,39,Twitter for Android,1,[];
2021-05-08 03:42:16,b'@republikaonline Kalo yg Pancasilais koruptif macam maling duit bansos persentasenya naik atau turun?',1390874665850077193,agus_p,0,Twitter for Android,0,[];
2021-05-08 03:42:04,b'@republikaonline yg koar2 pancasila paling bising aja maling bansos. gmn rakyat gak muak?',1390874617208655876,roymz_13,0,Twitter for Android,0,[];
"2021-05-08 03:40:40,""b""""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6"""""",1390874265742843908,Masdjodi1,31,Twitter for Android,1,[]";
"2021-05-08 03:40:08,""b""""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6"""""",1390874130946293761,kang_professor,31,Twitter for Android,1,[]";
2021-05-08 03:36:46,b'@eedhazz99 Gak berani korupsi..\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 menggelikan...justru korupsi besar besaran sampe triliunan terjadi di era siapa..dana bansos di korupsi jaman siapa...melek doang ah...',1390873283797553152,YantoErni,0,Twitter for Android,0,[];
"2021-05-08 03:35:50,""b'RT @tribunnews: Cek Penerima Bansos PKH dan BPNT, Akses Link https://t.co/ZqcsedwLd7, Ini Panduannya\n \nhttps://t.co/0XKc70FH6C'"",1390873046647336962,Nurizal,2,Twitter for Android,1,[]";
2021-05-08 03:32:53,b'@bengkeldodo woiii bangsat wercok bawa anjing woiii ke madam bansos yg maling duit bansos lo bawa tuh anjing',1390872305518014466,spiritualist_m,0,Twitter for Android,0,[];
2021-05-08 03:31:04,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390871849924403206,Pratama_Prime,337,Twitter for Android,1,[];
"2021-05-08 03:29:51,""b'Cek Penerima Bansos PKH dan BPNT, Akses Link https://t.co/ZqcsedwLd7, Ini Panduannya\n \nhttps://t.co/0XKc70FH6C'"",1390871540565110785,tribunnews,2,Twitter Web App,0,[]";
"2021-05-08 03:29:51,""b""""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6"""""",1390871540338622467,Fansurycmp2,31,Twitter for Android,1,[]";
"2021-05-08 03:29:16,""b'(1) Resmikan Pengolah Sampah Energi Listrik, Jokowi: dari 7 Kota yg sy tunjuk, Surabaya yg Pertama JADI #PSELBenowo \n\nIbu Tri Risma Harini memang top. Ditunggu kiprah lanjutannya bu. Itulho 21juta data bansos terduplikasi \xf0\x9f\x98\xac\xf0\x9f\x98\x81 https://t.co/K3Mo9NcbpU'"",1390871395433779202,poisons,0,Twitter for iPhone,0,['PSELBenowo']";
"2021-05-08 03:29:03,""b""""Lain Bu Tejo lain pula Bu Romlah. Kalau Bu Tejo ribut ngomongin tetangga, ini Bu Romlah ribut ngomongin bansos PKH. Padahal Bu Romlah hidupnya udah berkecukupan,  Penasaran dengan ceritanya? Yukkk simak film pendek komedi berjudul 'Curhat Minta Bansos'. \nhttps://t.co/4RLVGTuvhV"""""",1390871341293707267,LinjamsosOke,2,Twitter for Android,0,[]";
"2021-05-08 03:28:51,""b""""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6"""""",1390871291012403201,Rozi17136983,31,Twitter Web App,1,[]";
2021-05-08 03:28:34,b'@THaripriambodo Mamak bansos sm Gus Dur kelewat ya mas \xf0\x9f\x98\x81',1390871217528184832,tgh_007,0,Twitter Web App,0,[];
2021-05-08 03:27:50,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390871033859637254,aparatur_spill,337,Twitter Web App,1,[];
2021-05-08 03:27:29,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390870945322078210,tragov,337,Twitter for Android,1,[];
2021-05-08 03:25:01,b'same goes to korupsi bansos like badut bgt thr dipotong gw ikhlas tp lalu dikorup',1390870326985183240,febyals,0,Twitter for iPhone,0,[];
2021-05-08 03:24:46,b'RT @jmertani: Tetap aja anggota Partai Maling Bansos',1390870261293981697,Adinda_Zahran1,1,Twitter for Android,1,[];
2021-05-08 03:23:21,b'Pemerintah itu sebenarnya mikir ga sih kenapa warga bisa sebegini acuhnya sama pandemi? Apa gabisa dicek lg kebijakan2 yg udah dibuat dan ga cuma nyalahin rakyat? \xf0\x9f\x98\xb6\n\nTermasuk kasus korupsi dana bansos sama pemakaian alat rapid bekas.\n\nAda asap ga mungkin ga ada apinya.',1390869906929774592,pluenesia,0,Twitter for iPhone,0,[];
2021-05-08 03:19:22,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390868904449241088,vayakikin,337,Twitter for Android,1,[];
2021-05-08 03:18:01,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390868563204861953,ssssssrgrace49,337,Twitter Web App,1,[];
2021-05-08 03:17:04,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1390868325161308162,AriefpribadiDMP,1500,Twitter for Android,1,[];
2021-05-08 03:16:20,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390868141836697604,niakkurn_,337,Twitter for Android,1,[];
2021-05-08 03:15:43,b'@Tuti45931006 @republikaonline Tul...  Emang yg embat Bansos Pancasilais..?',1390867985271648257,jakapujakesuma1,0,Twitter for Android,0,[];
2021-05-08 03:14:11,b'@swarakyatcom ITULAH BUKTI NYATA DARI ALAM SEMESTA BERPROSES MEMBUKA TABIR KEJUJURAN DAN KEBENARAN VIA REZIM IBU RISMA +/- 21 JUTA DATA PENERIMA BANSOS FIKTIF...MENGAPA REZIM SEBELUM IBU RISMA DALAM KEMENTERIAN SOSIAL NKRI STATUS QUA = MAIN PETAK UMPET....@jokowi @divisihumaspolri @puspentni',1390867599420911623,DudaTahun,0,Twitter Web App,0,[];
2021-05-08 03:13:48,b'@eedhazz99 Hahhahaa.. bancakan bansos gimana memurutmu bong cebong.. dari partai apa ya.  Dan ada sosok madam bansos yg tak tersentuh.  .. gk baik terlalu mengkultuskan orang.. kkn kkn.. salah satu n nya itu nepotisme.. lah lah anak mantunya jadi walikota.. taekk.. taekkk',1390867502435950592,Jhony62298150,0,Twitter for Android,0,[];
"2021-05-08 03:13:24,""b'Ini pemerintah gak pengen nambah relawan covid19 tanpa nambah anggaran? \nKeluarga yg dapat dana bansos, wajib yg kepala rumah tangga laki gak kerja dirumah aja n berbadan sehat ikut serta sebagai relawan covid19, di kota masing2 tempat tinggalnya.'"",1390867402913554432,bumbudibungkus,0,Twitter for Android,0,[]";
2021-05-08 03:12:55,b'RT @PutraWadapi: Risma ungkap Data Ganda Penerima Bansos yg merupakan  Bobroknya Kinerja kader PDIP  Juliari Batubara tapi yg disalahkan er\xe2\x80\xa6',1390867282474127361,Donivijay5,1015,Twitter Web App,1,[];
"2021-05-08 03:11:32,""b'RT @EnggalPMT: Main circle\xc2\xb2an di KPK kyknya udah biasa, pantesan bebrapa kasus Korupsi pada mandek. Contohnya: Madame Bansos, RSSW, bus tra\xe2\x80\xa6'"",1390866934539833348,bhaja27,51,Twitter for Android,1,[]";
2021-05-08 03:10:48,b'RT @Minang_cyber: Apakah kepala @binofficial_ri BADAN INTELIJEN NEGARA ikut terlibat kasus korupsi BANSOS sehingga begitu semangat menyingk\xe2\x80\xa6',1390866749365440515,marSyaheedAS,63,Twitter for Android,1,[];
"2021-05-08 03:09:30,""b'Kalo minjem duit cuma 100 smp 500 sih ga di balikin trs lo pura2 lupa juga w legowo karna kenal banget, tp ga minjem duit mau 2 juta juga dong anjrit lo pikir gua panitia bansos \xf0\x9f\x98\xad'"",1390866421878386691,namummmy,0,Twitter for Android,0,[]";
"2021-05-08 03:08:03,""b'RT @kompascom: Bagi Anda yang merasa penerima Bansos 2021 dari Kemensos yang mulai cari awal Mei, silakan cek cara mudahnya di bawah ini. h\xe2\x80\xa6'"",1390866058169360384,renovachoandy,2,Twitter for iPhone,1,[]";
2021-05-08 03:07:11,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390865839725809669,noDUB3,337,Twitter Web App,1,[];
"2021-05-08 03:05:41,""b'RT @Sarah_4M4M4: Besok, Juliari Akan Dihadapkan dengan Saksi Korupsi Bansos\n\napa ini kasus orderan ?\nsudah P 21 tapi dugaan korupsi berubah\xe2\x80\xa6'"",1390865460573327365,kopikirpikir,20,Twitter for Android,1,[]";
"2021-05-08 03:02:50,""b'Ga ngerti deh gua sama sistem bansos bst yang di kantor pos cibinong gimana, saya ini dpt undangan nya baru semalem dan pagi langsung ambil kesini, karena dari info di kelurahan nya tgl 10 terakhir ambil, trs td ada yg bisa ambil padahal barengan datengnya, gimana sih gajelas https://t.co/aL6ZPxEX0y'"",1390864743661936646,nyonyamentri,0,Twitter for Android,0,[]";
2021-05-08 03:02:33,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390864670622244865,Nada10062503,512,Twitter for Android,1,[];
"2021-05-08 03:02:26,""b'RT @faridwadjdi: Dikira tausiyahnya tentang tanggung jawab penguasa mengurus rakyat dengan baik, larangan mendzolimi dan menindas rakyat, h\xe2\x80\xa6'"",1390864640721125379,Draprayogi,63,Twitter for Android,1,[]";
"2021-05-08 03:02:24,""b""""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6"""""",1390864635163676675,EdySukirdi9,31,Twitter for Android,1,[]";
"2021-05-08 03:01:49,""b'RT @kompascom: Bagi Anda yang merasa penerima Bansos 2021 dari Kemensos yang mulai cari awal Mei, silakan cek cara mudahnya di bawah ini. h\xe2\x80\xa6'"",1390864488228810756,minosyahmadi,2,Twitter for Android,1,[]";
2021-05-08 03:01:16,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390864348315197442,masdyasri2,512,Twitter for Android,1,[];
2021-05-08 02:59:44,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390863962779000833,zahidashl,337,Twitter for Android,1,[];
2021-05-08 02:59:27,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390863891333189637,gie_veng99,512,Twitter for Android,1,[];
2021-05-08 02:58:47,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1390863725062549508,Anjas04175422,39,Twitter for Android,1,[];
"2021-05-08 02:54:10,""b'@febridiansyah NEGARA DI KUASAI KORUPTOR,, PARTAI TERKORUP...MADAM BANSOS'"",1390862563106181121,pratasena,0,Twitter Web App,1,[]";
2021-05-08 02:53:14,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390862329122672640,nda_smuuu,337,Twitter for Android,1,[];
2021-05-08 02:51:31,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390861896773902337,RinsRins2020,337,Twitter Web App,1,[];
2021-05-08 02:49:54,b'Login Disini Untuk Cek Penerima Bansos PKH Dan BPNT Cair Awal Mei 2021\n https://t.co/vMBebWyLDv',1390861489343328258,Bralingnews,0,Twitter for Android,0,[];
"2021-05-08 02:49:13,""b'RT @VICE_ID: Menurut keterangan saksi, terdakwa pejabat Kemensos mengajak tim teknis pembagian bansos karaokean di Senayan sebagai hadiah k\xe2\x80\xa6'"",1390861314881294339,_Bakemono,1983,Twitter for Android,1,[]";
"2021-05-08 02:48:35,""b""""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6"""""",1390861155703218179,bgintingb,31,Twitter for iPhone,1,[]";
