ID,Tweet
"1,39091E+18",koruptor bansos buron harun mas petinggi pdi-p yg libat korupsi bansos rubah ideologi pancasila tangkap sibuk men-teroris-kan fpi anjay suranjay sampek lupa tugas negara xf xf xa xa n nsobat tweeps lupa syuhadafpi ya ok xf xf x xc
"1,39091E+18",koruptor bansos buron harun mas petinggi pdi-p yg libat korupsi bansos rubah xe x xa
"1,39107E+18",koruptor bansos mandek urus
"1,39093E+18",koruptor tes bangsa lulus xf xf xa xa lg korupsi bansos madam bansos jago tes bangsa xf xf xa xa
"1,39084E+18",kpk keren bang feb kesini kliatan banget tebang pilih hilang taji kayak korupsi bansos ga nangkep sampe ujung dll
"1,39093E+18",kui lho bansos khas amrik
"1,3911E+18",kunaom yeuh a bansos
"1,39089E+18",kutuk keras n n biadab gerombol zionis serang jamaah tarawih masjidil aqsho n n susun materi bangsa t an seleksi pegawai n n oknum imbau menu bipang babi panggang n n aparat biar madam bansos hidup bebas n ncc
"1,39083E+18",kwkwk parah siganjar tuh sono anggota korupsi dana bansos segitunya citra
"1,39113E+18",kyk cerita madam bansos yaakasusnya hilang
"1,3909E+18",laksana giat dds polsek pademangan salur bansos xc xawarga
"1,39089E+18",laksana tes bangsa tenggara masyarakat upaya tutup korupsi yg elit partai spt ekport benur korupsi bansos yg libat madam bansos periksa as wakil ketua mpr dsb
"1,39098E+18",lakuin lockdown beberapa daerah angka positif corona ya bansos n nnah kalo nih solusi tangan solusi corona ekonomi negara jalan angka covid engga
