Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags;;;
2021-05-09 23:39:37,b'RT @UyokBack: Ternyata Pegawai KPK tak Lolos TWK Sedang Tangani Korupsi Bansos dan KKP yang Jerat 2 Menteri\n\nhttps://t.co/WbsRoOF1cr',1391538379188150273,AcengRahmatHid5,212,Twitter for Android,1,[];;;
"2021-05-09 23:39:25,""b'Kemsos Hentikan Bansos Tunai, Ini Penjelasan Tri\xc2\xa0Rismaharini https://t.co/PLmSbvKbz9'"",1391538329468948480,Ponggolwatu,0,WordPress.com,0,[]";;;
2021-05-09 23:39:19,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391538300838584321,bimsallabims,2340,Twitter for Android,1,[];;
2021-05-09 23:39:16,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391538290507927558,muhammadzaqi13,2340,Twitter for Android,1,[];;
"2021-05-09 23:39:07,""b'Kemsos Hentikan Bansos Tunai, Ini Penjelasan Tri Rismaharini - https://t.co/2aoDbtbgE6 https://t.co/9KKosMVBFk'"",1391538251047989251,IniPastiDotCom,0,InipastiDotCom,0,[]";;;
2021-05-09 23:39:04,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391538241132634113,OLLA59199542,2340,Twitter for Android,1,[];;
2021-05-09 23:38:57,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391538209868288005,DzulfiqorP,2340,Twitter for Android,1,[];;
2021-05-09 23:38:52,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391538189924409344,pacaynanonano,2340,Twitter for Android,1,[];;
2021-05-09 23:38:47,b'RT @Mdy_Asmara1701: Sila dimaknai sendiri \xf0\x9f\xa4\x94\n\nTernyata Pegawai KPK tak Lolos TKW Sedang Tangani Korupsi Bansos dan KKP yang Jerat 2 Menteri\xe2\x80\xa6',1391538170156621829,follow_sahabat,703,Twitter for Android,1,[];;;
2021-05-09 23:38:47,b'RT @Mdy_Asmara1701: Sila dimaknai sendiri \xf0\x9f\xa4\x94\n\nTernyata Pegawai KPK tak Lolos TKW Sedang Tangani Korupsi Bansos dan KKP yang Jerat 2 Menteri\xe2\x80\xa6',1391538168407609344,Khasan00175949,703,Twitter for Android,1,[];;;
2021-05-09 23:38:46,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391538165412896768,pandhanst,2340,Twitter for Android,1,[];;
2021-05-09 23:38:16,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391538038317064194,HeriSuwondo2,2340,Twitter for Android,1,[];;
2021-05-09 23:37:43,b'RT @Mdy_Asmara1701: Sila dimaknai sendiri \xf0\x9f\xa4\x94\n\nTernyata Pegawai KPK tak Lolos TKW Sedang Tangani Korupsi Bansos dan KKP yang Jerat 2 Menteri\xe2\x80\xa6',1391537900882317315,pasukanfatahila,703,Twitter for Android,1,[];;;
2021-05-09 23:37:39,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391537883803262978,HamidDimyati,2340,Twitter for Android,1,[];;
2021-05-09 23:36:33,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391537604466601987,G536666,2340,Twitter Web App,1,[];;
2021-05-09 23:36:21,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391537555468734470,shodikanbinnurh,2340,Twitter for Android,1,[];;
2021-05-09 23:35:42,b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp; Pimpinan baru trnyata ditangani Penyelidik/Peny\xe2\x80\xa6',1391537392503332866,auriga28th,2340,Twitter for Android,1,[];;
