Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-05 21:16:58,b'RT @Ndons_Back: Weww \n\nUang Hasil Korupsi Bansos Covid Juga Dipakai Karaokean Tim di Kemensos - VICE https://t.co/5bKdKvGUhg',1390052926941368321,ardeva20,266,Twitter for Android,1,[]
2021-05-05 21:15:33,"b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'",1390052569670586369,darwadi_once,3332,Twitter for Android,1,[]
2021-05-05 21:15:30,b'RT @febridiansyah: Ada kasus2 besar yg skrg sdg ditangani sjumlah Penyidik yg namanya beredar di media akan disingkirkan dr KPK. Sebut saja\xe2\x80\xa6',1390052556303335426,iyan909,442,Twitter for Android,1,[]
2021-05-05 21:14:15,b'@CNNIndonesia Bgs lahh makin banyak org yg maju semakin baik. Bansos semakin banyak rakyat yg cuan. Yg penting jgn pilih aja org yg gak amanah \xf0\x9f\xa4\xa3 gt aja kog repot',1390052244372869122,wellylie99,0,Twitter for iPhone,0,[]
2021-05-05 21:13:09,b'RT @OposisiCerdas: Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ganda Penerima Bansos Dan Penyalur Abal-Abal\nhttps://t.co/nfPRbatdF9',1390051967888547843,notoatinotoilat,63,Twitter for Android,1,[]
2021-05-05 21:10:27,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390051288239337472,babe_Ahmad,27,Twitter Web App,1,[]
2021-05-05 21:10:05,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390051197197815808,nana040461,27,Twitter for Android,1,[]
2021-05-05 21:09:57,"b'Sekjen Kemensos, Hartono Laras, menyatakan berdasarkan temuan BPKP, terdapat kelebihan bayar proyek bansos mencapai Rp 74 miliar. kumparanNews https://t.co/6H20eiQGiR'",1390051161428828164,edy_siregar_77,0,Twitter for Android,0,[]
2021-05-05 21:09:41,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390051096391868418,dhiehatimu,27,Twitter for Android,1,[]
2021-05-05 21:08:42,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390050845320908800,AntiKoruptor141,27,Twitter for Android,1,[]
2021-05-05 21:07:22,b'@na_dirs Yang di Takutkan Rakyat Korupsi Bansos  Bos.....Bukan Jualan Radikal Radikul',1390050511844347907,Gunawanilyas1,0,Twitter for Android,0,[]
2021-05-05 21:07:17,b'@msaid_didu madam bansos dan pak lurah',1390050490482794496,poweranger008,0,Twitter for Android,0,[]
2021-05-05 21:07:04,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390050436548231173,Yang_Moelia,27,Twitter for Android,1,[]
2021-05-05 21:06:22,b'@geloraco Tuh yg maling bansos knp gak sekalian angkat jd duta kedermawanan...\xf0\x9f\xa4\xa6',1390050261880565761,radit_rahayu,0,Twitter for Android,0,[]
2021-05-05 21:06:18,b'@Nicho_Silalahi @Gerindra @PDemokrat @psi_perjuangan Emang yang korup menteri dari kader Gerindra (Lobster) &amp; PDIP (Bansos) Whicis... mimin Gerindra gak usah bapet lah hahahaaa',1390050243706720258,TRendusara,0,Twitter for Android,0,[]
2021-05-05 21:06:02,b'@msaid_didu @KPK_RI buzzeRp genjer2 pendukung koruptor madam bansos dan kroni2 pak lurah',1390050175436029952,poweranger008,0,Twitter for Android,0,[]
2021-05-05 21:05:47,"b'Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin https://t.co/BAIaJQnYF3'",1390050113947504642,EdiKeceput,0,Twitter for Android,0,[]
2021-05-05 21:05:44,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390050102400614404,haekaladam,1730,Twitter for Android,1,[]
2021-05-05 21:03:56,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390049648170082304,ferri_f,1730,Twitter for Android,1,[]
2021-05-05 21:03:33,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390049549641687043,Rusmanov7,27,Twitter Web App,1,[]
